#separator:tab
#html:false
comic     - 3 -	comic      1. komický 2. komik 3. komiks
why       - 3 -	why      1. proč 2. páni, proboha 3. no ovšem(že), no ano (zesiluje souhlas/odpověď)
with       - 1 -	with      s, se
yes       - 1 -	yes      ano
young       - 1 -	young      mladý, mladický
from       - 1 -	from      z, od
start       - 5 -	start      1. začít, pustit se, dát se 2. vyrazit, vydat se (cestu ap.) 3. nastartovat 4. načít (bečku ap.) 5. začátek, počátek
about       - 3 -	about      1. o, ohledně  2. asi, kolem, okolo  3. kvůli (čemu)
again       - 3 -	again      1. opět, zas(e), znovu 2. ještě (něco navíc) 3. víc, krát (více) (ve spojeních)
busy       - 6 -	busy      1. zaneprázdněný, vytížený 2. obsazený 3. přeplácaný (s příliš detaily ap.) 4. rozlítaný 5. rušný 6. uspěchaný
child       - 1 -	child      dítě
children       - 1 -	children      děti
classroom       - 1 -	classroom      třída, učebna
let       - 6 -	let      1. nechat 2. dovolit 3. pustit (koho kam) 4. ať, nechť 5. pronajmout 6. teč (při podání)
me       - 1 -	me      mě, mně, mi
meet       - 9 -	meet      1. potkat (se) 2. setkat se, sejít se 3. seznámit se 4. vyhovět, splňovat (požadavky ap.) 5. pokrýt (výdaje ap.) 6. setkávat se (dvě části země ap.) 7. utkat se, střetnout se (v zápase) 8. sportovní mítink 9. shromáždění lovců a psů
name       - 5 -	name      1. pojmenovat, nazvat 2. (vy)jmenovat 3. jmenovat (do funkce ap.) 4. jmenný, jmenovitý 5. jméno, název, pojmenování
new       - 2 -	new      1. nový 2. čerstvý
on       - 6 -	on      1. na čem/co, na povrch(u) (položený, připevněný ap.) 2. na palubě čeho, v čem, uvnitř čeho (vlaku, letadla ap.) 3. v, na (o daném dni) 4. na sebe/sobě (o oblečení ap.)  5. zapnutý, rozsvícený, v chodu (el. zařízení)  6. v televizi, na programu
or       - 2 -	or      1. nebo, anebo, či 2. jinak (při udávání důvodu)
pleased       - 1 -	pleased      potěšený, rád
so       - 1 -	so      tak, tedy
thank       - 1 -	thank      děkovat
there       - 2 -	there      1. tam 2. v tom(to), v této věci
these       - 2 -	these      1. tito, tyto 2. to(to)
those       - 2 -	those      1. ti, ty, ta, oni 2. tamty, tamti, tamta
today       - 1 -	today      dnes
wife       - 1 -	wife      manželka
woman       - 3 -	woman      1. žena 2. slečinka (o muži, slang.) 3. ženský
as       - 4 -	as      1. když, jak(mile), zatímco (v témže okamžiku) 2. jak(o), stejně jako (stejným způsobem) 3. protože, jelikož 4. jako co (ve funkci ap.)
hi       - 1 -	hi      ahoj, čau, (na)dar
just       - 7 -	just      1. právě, zrovna 2. zrovna když 3. pouze, jen(om) 4. sotva, (jen) tak tak 5. prostě, jednoduše 6. už (si to představuji ap.) 7. spravedlivý
night       - 5 -	night      1. noc 2. noční 3. dobrou noc (hov.) 4. smrt (euf.) 5. večer (slavnostní)
often       - 1 -	often      často, nezřídka, namnoze, mnohdy
little       - 2 -	little      1. malý 2. málo
already       - 1 -	already      již, už
bed       - 6 -	bed      1. postel, lůžko, lože 2. záhon 3. dno (řeky, moře) 4. koryto (řeky) 5. sloj 6. lůžkový, ložní, postelový
bedroom       - 2 -	bedroom      1. ložnice 2. postelový (scéna ap.)
brother       - 1 -	brother      bratr, brácha
everybody       - 1 -	everybody      všichni, každý
finish       - 7 -	finish      1. dokončit, dodělat 2. skončit 3. domluvit, doříct 4. dorazit 5. závěr 6. cíl 7. dohotovení
go       - 12 -	go      1. jít, chodit, odejít  2. jet, odjet 3. vést, směřovat (cesta)  4. zajít, zacházet 5. ubíhat, běžet (čas)  6. patřit, přijít co kam (šroub do.. ap.)  7. změna stavu 8. jít, probíhat (proces, vývoj)  9. běžet, být v chodu (stroj ap.)  10. povídat (hov. ... and she goes to me ...)  11. pokus 12. řada na kom
half       - 7 -	half      1. půl(ka), polovina 2. poločas 3. půl pinty 4. poloviční jízdenka 5. poloviční, polovičatý 6. napůl, zpola 7. se záporem stupňuje něco kladného
home       - 4 -	home      1. domov 2. rodina 3. doma, domů 4. domácí, domovský
homework       - 2 -	homework      1. domácí úkol (jen j.č.) 2. příprava (seznámit se s problematikou)
interesting       - 1 -	interesting      zajímavý
story       - 7 -	story      1. příběh, povídka, historka 2. příhoda, vyprávění 3. děj(ová) linie 4. řeči 5. zpráva, reportáž 6. podlaží (US) 7. povídačka
tea       - 2 -	tea      1. čaj(ový) 2. odpolední svačina
tonight       - 2 -	tonight      1. dnes večer, dnes v noci 2. dnešní večer
too       - 3 -	too      1. také, též 2. to tedy (ano) (vzpurně dětinsky slang.) 3. příliš, moc
write       - 2 -	write      1. psát, napsat, zapsat, vypsat 2. zapsat (výp.)
early       - 9 -	early      1. časně, brzy 2. na začátku, začátkem 3. dřív(e) 4. raně 5. (před/v)časný, brzký 6. jsoucí na začátku 7. raný 8. počáteční 9. raná zelenina/ovoce
unlike       - 3 -	unlike      1. jiný než, odlišný od 2. na rozdíl od 3. netypický pro, nepodobný
willing       - 1 -	willing      ochotný, svolný
able       - 2 -	able      1. schopný, zdatný 2. způsobilý (práv.)
all       - 6 -	all      1. veškerý, všechny, všichni, všechen 2. celý 3. všechno, vše 4. úplně 5. nějak (zdůraznění vlastnosti) 6. po kolika (stejné skóre pro remíze)
difficult       - 2 -	difficult      1. obtížný, těžký, nesnadný 2. s nímž je těžké pořízení, těžko zvládnutelný
easy       - 6 -	easy      1. snadný, lehký 2. pohodový (slang.) 3. lehce dostupný 4. pozvolný 5. zlehka, pozvolna 6. lehce, snadno
foreign       - 3 -	foreign      1. cizí, zahraniční, cizozemský (jazyk ap.) 2. cizorodý (látka ap.) 3. cizí (vlastnost ap.)
life       - 4 -	life      1. život 2. doživotí (hov.) 3. trvanlivost 4. (celo)životní
mistake       - 2 -	mistake      1. omyl, chyba 2. splést si, zmýlit se
sure       - 6 -	sure      1. jistý (si), ubezpečený 2. jasně (přitakání) 3. určitě, bezesporu 4. jasný, bezpečný (příznak ap.) 5. pevný (rázný) 6. jistě, jasně, samozřejmě
that       - 4 -	that      1. to, tamto 2. ten, tenhle, tamten 3. až tak 4. tak, tolik (hodně, slang.)
title       - 6 -	title      1. titul(ek) 2. funkce (v organizaci) 3. (mistrovský) titul 4. titulní 5. nazvat 6. nárok (vlastnický), právní titul
together       - 5 -	together      1. společně, (po)spolu 2. dohromady, pohromadě 3. v kuse/tahu, bez přestávky 4. zajedno 5. klidný, nevzrušený (slang.)
true       - 5 -	true      1. pravdivý 2. skutečný, opravdový, pravý 3. věrný (zásadám ap.) 4. čistý (tón, ne falešný) 5. pravdivě
some       - 7 -	some      1. nějaký, některý, několik 2. trochu, trocha 3. (poměrně) dost 4. jistý, jakýsi 5. ale, pořádně (zdůraznění) 6. asi, tak, nejakých, okolo 7. trochu, lehce
what       - 5 -	what      1. jaký, který, co 2. to je ale (zdůraznění) 3. zdůrazňujeme překvapivou informaci (Guess what?) 4. používá se při opisu (She was in what doctors described ..) 5. tolik, kolik
voice       - 5 -	voice      1. hlas 2. právo mluvit do 3. slovesný rod 4. vyslovit, vyjádřit 5. hlasový
large       - 3 -	large      1. velký 2. početný (rodina, skupina) 3. rozložitý
when       - 1 -	when      když, kdy, až
expensive       - 1 -	expensive      drahý, nákladný
fruit       - 5 -	fruit      1. ovoce 2. plod 3. homouš (US slang.) 4. plodit 5. poděs (slang.)
villa       - 1 -	villa      letní/venkovské sídlo, vila
middle       - 4 -	middle      1. (pro)střední 2. střed, prostředek 3. pas (střed těla) 4. polovina (roku ap.)
always       - 1 -	always      vždy(cky), pokaždé, stále, pořád (při každé příležitosti)
behind       - 6 -	behind      1. za 2. vzadu, za tím 3. pozadu 4. v pozadí čeho, za čím (o činu ap.) 5. za kým, po kom (v pořadí), později než kdo 6. zadek, zadnice
during       - 1 -	during      během, v průběhu
increase       - 2 -	increase      1. zvýšit/zvyšovat (se), zvětšit/zvětšovat (se), (vz)růst 2. zvětšení, zvýšení, zvyšování
invite       - 3 -	invite      1. pozvat 2. vyzvat, vybídnout 3. přivolat (problémy ap.)
knowledge       - 1 -	knowledge      znalost(i), vědomost(i), vědění, (po)vědomí
rather       - 3 -	rather      1. spíše, lépe řečeno 2. poměrně, dosti, docela 3. aby ne (zast.)
then       - 5 -	then      1. tehdy, v té době, tenkrát 2. potom, poté 3. pak (v tom případě) 4. tak tedy (ukončení konverzace) 5. tedy (vybídnutí)
usually       - 1 -	usually      obvykle, obyčejně
visit       - 2 -	visit      1. návštěva 2. navštívit
industrial       - 1 -	industrial      průmyslový
many       - 1 -	many      mnoho, mnozí, hodně
still       - 12 -	still      1. ještě, dosud, stále 2. pořád (ještě) 3. i tak, i přesto 4. (a) stejně 5. nehybný, bez hnutí 6. nesycený, neperlivý 7. tichý 8. utichnout 9. fotografie (z filmu ap.) 10. (po)klid 11. destilační zařízení/kolona 12. destilovat
after       - 3 -	after      1. po (časově) 2. poté, potom 3. za kým, ve stopách, po kom
comfortable       - 2 -	comfortable      1. pohodlný 2. dobře zajištěný (finančně)
excellent       - 2 -	excellent      1. vynikající, skvělý, výborný, znamenitý 2. skvěle!, výborně!, znamenitě!
friendly       - 2 -	friendly      1. přátelský 2. spřátelený, mající dobrý vztah
guest       - 3 -	guest      1. host 2. hostovat 3. hostující (herec ap.)
informed       - 1 -	informed      informovaný, poučený
joke       - 4 -	joke      1. žertovat, vtipkovat 2. vtip, žert, šprým 3. špás, kanadský žertík 4. terč posměchu (nezasluhující respekt, slang.)
lovely       - 2 -	lovely      1. rozkošný, krásný 2. kráska
which       - 2 -	which      1. který, jenž 2. což
enough       - 4 -	enough      1. dost(atek) 2. dost (na to, aby) dostatečně 3. dostatečně 4. dosti
ago       - 1 -	ago      před (nějakou dobou)
also       - 1 -	also      také, kromě toho, rovněž
another       - 2 -	another      1. další, ještě jeden 2. jiný, druhý
clothing       - 2 -	clothing      1. oděvy, odívání, šaty  2. oděvní
different       - 1 -	different      odlišný, jiný, rozdílný
else       - 2 -	else      1. jiný 2. jinde, jinam
follow       - 8 -	follow      1. (ná)sledovat 2. navázat, navazovat 3. vyplývat, (vy)plynout 4. držet se, řídit se, dbát 5. vést podél 6. rozumět 7. zachycovat, zobrazovat (film ap.) 8. horní faleš (v kulečníku)
glad       - 2 -	glad      1. rád, potěšený 2. mečík (hov.)
if       - 3 -	if      1. jestliže, pokud, -li, kdyby 2. zda, zdali, jestli 3. kdyby(ste) (ve zdvořilé žádosti)
most       - 4 -	most      1. většina 2. nejvíce 3. nejčastěji 4. velmi (zdůraznění)
next       - 5 -	next      1. další, následující 2. příští 3. vedlejší, sousední 4. druhý (za nejlepším ap.) 5. dále, pak, potom
other       - 2 -	other      1. jiný, další 2. druzí, ostatní, jiní
perhaps       - 1 -	perhaps      snad, možná, třeba
quite       - 3 -	quite      1. docela, celkem, dosti, vcelku 2. zcela, úplně, dočista (hov.) 3. (přesně) tak, zcela správně (hov.)
saturday       - 1 -	saturday      sobota
sir       - 1 -	sir      pan(e)
something       - 4 -	something      1. něco 2. vyjadřuje přibližnost 3. něco (úžasného ap., slang.) 4. hrozně, dost (zintenzívnění)
such       - 1 -	such      takový(to)
yet       - 3 -	yet      1. dosud, ještě, (v záporu) 2. přesto, a přece 3. ještě, navíc (na začátku věty)
certainly       - 2 -	certainly      1. určitě, rozhodně, jistě (jistota) 2. samozřejmě, zajisté, jistě (souhlas)
copy       - 7 -	copy      1. kopie, průklep 2. výtisk (časopisu ap.) 3. textový podklad (ve zprávách ap.) 4. (o)kopírovat 5. opsat (si) 6. napodobovat 7. opisovat
although       - 1 -	although      ačkoli, i když, přestože, třebaže
among       - 1 -	among      mezi, obklopen, uvnitř, (více než dvěma)
basketball       - 3 -	basketball      1. košíková 2. košíkářský 3. basketbalový míč
before       - 2 -	before      1. před, předtím (o místě,pořadí,čase) 2. dříve než (časově)
between       - 3 -	between      1. mezi (dvěma), mezi (při rozdělování) 2. v rozmezí od - do 3. společně (mít)
interested       - 2 -	interested      1. zaujatý, mající zájem 2. zainteresovaný
outside       - 6 -	outside      1. vnější, venkovní 2. krajní 3. ven(ku) 4. před, zvenku, u 5. mimo, vně 6. mimo rámec
put       - 6 -	put      1. dát, položit, postavit 2. klást (důraz ap.) 3. uvalit (vazbu ap.) 4. vkládat, vložit 5. umístěný, položený 6. položení
subject       - 9 -	subject      1. předmět, téma, námět 2. podmět (ve větě) 3. poddaný (v monarchii) 4. podléhat čemu 5. být podmíněny čím 6.  vystavený čemu, spadající pod co (vliv, pravidla ap.) 7. podmaněný (národ, lid) 8. vystavit, podrobit koho čemu 9. podrobit si, podmanit si (národ)
ticket       - 5 -	ticket      1. lístek, vstupenka, jízdenka 2. los 3. volební kandidátka  4. označit lístkem 5. dát komu blokovou pokutu
winter       - 2 -	winter      1. zima (období) 2. zimní
forget       - 1 -	forget      zapomenout (si)
leading       - 3 -	leading      1. přední, vedoucí, čelný 2. hlavní 3. (po)olovení
similar       - 1 -	similar      podobný, obdobný
more       - 2 -	more      1. víc, více2. ještě (další), ještě nějaký
smile       - 2 -	smile      1. usmívat se, usmívat se, culit se 2. úsměv
whole       - 3 -	whole      1. celek 2. celý 3. naprosto, docela, úplně (odlišný ap., slang.)
betting       - 1 -	betting      sázení
music       - 2 -	music      1. hudba 2. hudební
technical       - 1 -	technical      technický
theater       - 3 -	theater      1. divadlo, scéna 2. divadelní 3. dějiště (přen.)   (GB - theatre)
along       - 3 -	along      1. podél, kolem 2. po čem (jít, jet ap.) 3. dál, stále
heating       - 2 -	heating      1. topení, vytápění, ohřívání 2. vytápěcí
flower       - 5 -	flower      1. květina 2. květ(inový) 3. (roz/vy)kvést 4  rozkvět 5. vzkvétat (přen.)
food       - 2 -	food      1. potraviny, jídlo, strava, potrava 2. potravní, potravinový, potravinářský
hot       - 14 -	hot      1. horký, rozehřátý 2. pálivý (jídlo) 3. žhavý, rozpálený 4. vyhledávaný, v kurzu 5. rajcovní, rozrajcovaný (slang.) 6. nejnovější (zprávy ap., slang.) 7. horký (kradený, slang.) 8. nabitý znalostmi (slang.) 9. radioaktivní (slang.) 10. tutový (informace, slang.) 11. tvrdý, nelístnostní (zápas ap., slang.) 12. bombastický (slang.) 13. hledaný policií (slang.) 14. rozhořčeně
important       - 1 -	important      důležitý, významný, význačný
into       - 1 -	into      do, dovnitř
opposite       - 3 -	opposite      1. (na)proti 2. opačný, protější 3. protilehlá strana
record       - 7 -	record      1. záznam, zápis, protokol, evidence 2. gramofonová deska 3. rekord 4. zaznamenat, zapsat 5. nahrát (si) 6. natočit 7. rekordní
side       - 6 -	side      1. strana 2. bok (těla i něčeho), boční část 3. (po)boční 4. postranní 5. vedlejší (ne hlavní) 6. odložit (stranou, např. nádobí ap.)
soon       - 2 -	soon      1. brzy, záhy 2. vbrzku, zanedlouho, zakrátko
accident       - 3 -	accident      1. nehoda, neštěstí 2. úraz 3. náhoda (hl. nemilá)
blue       - 3 -	blue      1. modrý 2. smutný 3. modrásek
doctor       - 6 -	doctor      1. lékař 2. léčit se 3. ošetřit, kurýrovat 4. pančovat 5. provozovat doktořinu (slang.) 6. vrtat, šťourat do čeho, hrát si s čím (a tím většinou pokazit - přístroj ap., US slang.)
far       - 2 -	far      1. daleko, do dáli 2. daleký, dálný
last       - 7 -	last      1. minulý 2. poslední 3. naposledy, posledně 4. poslední 5. ten poslední 6. trvat 7. vydržet
left       - 5 -	left      1. zbylý, zbývající 2. levá strana 3. levačka 4. nalevo, vlevo, doleva 5. levý
quick       - 3 -	quick      1. rychlý 2. rychlé 3. rychlo-  (ve spojeních)
quickly       - 2 -	quickly      1. rychle 2. na rychlo, v rychlosti
repeat       - 6 -	repeat      1. (z)opakovat 2. znovu udělat 3. opakování se 4. repríza 5. repetice (hud.) 6. opakovaný
same       - 1 -	same      ten stejný, ten samý
shop       - 10 -	shop      1. obchod, prodejna, (hov.) krám(ek) 2. provozovna (drobná) 3. dílna 4. práce (hov. přen.) 5. dílny (předmět) 6. nakupovat 7. udat (policii, slang.) 8. nákupy, nakupování (slang.) 9. firma (slang.) 10. práce, zaměstnání (slang.)
street       - 3 -	street      1. ulice 2. (po)uliční, z ulice 3. na lítačku (oděv, slang.)
terrible       - 3 -	terrible      1. strašný, strašlivý (zážitek ap.) 2. příšerný (den ap., slang.) 3. hrozný (vyjadřující míru, slang.)
traffic       - 5 -	traffic      1. doprava, dopravní ruch 2. provoz 3. skrumáž (hráčů) 4. nelegální obchodování 5. nelegálně obchodovat, kšeftovat
turn       - 12 -	turn      1. otáčet (se), (o)točit (se) 2. ohlížet se 3. zaměřit, namířit (pozornost ap.) 4. zatočit, odbočit 5. změnit se, stát se (změnit stav) 6. dosáhnout/překročit určitou časovou hranici, překročit 7. otáčka, otočení 8. otočka, obrat 9. odbočka, zahnutí 10. řada (na kom) 11. ohyb (řeky, cesty ap.) 12. obrat, zvrat
useful       - 1 -	useful      užitečný, prospěšný
various       - 2 -	various      1. různý, nejrůznější, rozličný 2. rozmanitý
white       - 6 -	white      1. bílý 2. bělošský 3. bílá barva, běloba 4. bílé víno 5. bělásek 6. (na)bílit
yesterday       - 1 -	yesterday      včera
compare       - 4 -	compare      1. porovnat, srovnat 2. přirovnat, přirovnávat, připodobnit 3. stupňovat (přídavná jména) 4. srovnávat, (po)měřit (dvě věci ap.), porovnávat se, souměřit se
east       - 4 -	east      1. východ 2. východním směrem  na východ 3. východně 4. východní
west       - 4 -	west      1. západ 2. na západ, západu 3. západní 4. západně (od čeho)
both       - 1 -	both      oba, obě, obojí kdo/co
camera       - 4 -	camera      1. fotoaparát, foťák 2. kamera 3. kamerový 4. soudcova úřadovna
full       - 4 -	full      1. plný, zaplněný, naplněný, vrchovatý 2. sytý, najedený 3. plnoprávný (členství ap.) 4. valchovat
north       - 4 -	north      1. sever 2. severní 3. severně 4. na sever, k severu
plane       - 7 -	plane      1. letadlo, letoun 2. rovina 3. hoblík 4. (o/s/vy)hoblovat 5. platan 6. rovný, plochý, rovinný 7. planýrovat (urovnávat půdu)
ready       - 5 -	ready      1. připravený, nachystaný 2. pohotový 3. po ruce 4. předem připravený, už hotový 5. připravit, nachystat, přichystat
stay       - 10 -	stay      1. zůstat, setrvat 2. pobývat, zdržovat se, bydlet kde 3. zůstat, stále být (v určitém stavu ap.) 4. pobyt 5. odklad (práv.) 6. podpěra, opěra, vzpěra 7. stěh (loď.) 8. výztuha (let.) 9. podpírat 10. pozastavit
population       - 3 -	population      1. obyvatelstvo 2. populace (biol.) 3. populační
port       - 14 -	port       1. přístav 2. port (místo pro připojení zařízení do počítače) 3. levobok 4. levoboční 5. střílna 6. portské 7. portový (výp.) 8. na levém boku (lodi) 9. převést (software na jiný systém) 10. stočit do leva (kormidlo) 11. nést před hrudí (hl.pušku) 12. otočit se vlevo (o lodi) 13. přístavní 14. letiště (slang.)
site       - 3 -	site      1. místo 2. webová stránka 3. umístit
situated       - 1 -	situated      umístěný, nacházející se, situovaný
ill       - 3 -	ill      1. nemocný, churavý  2. špatný 3. špatně
least       - 3 -	least      1. sebemenší 2. nejmenší 3. minimum
less       - 2 -	less      1. méně 2. mínus, bez (při počítání)
part       - 12 -	part      1. (sou)část, kus, díl 2. součástka 3. role 4. pěšinka (ve vlasech) 5. tělesná část 6. končina 7. pěvecký part 8. zčásti, částečně 9. rozejít se 10. rozdělit (se) 11. oddělovat 12. rozhrnout, rozevřít, roztáhnout (dvě části)
sometimes       - 1 -	sometimes      někdy, občas, sem tam
than       - 1 -	than      než
alone       - 3 -	alone      1. sám, samotný (bez přítomnosti jiných) 2. sami, samotní 3. (už) jen, jenom, sám o sobě (neuvažujeme-li další)
beer       - 2 -	beer      1. pivo, pivečko, pivko 2. pivní
juice       - 5 -	juice      1. džus, šťáva 2. štáva (benzín, elektřina, náboj, US slang.) 3. alkoholický nápoj (US slang.) 4. vymačkat šťávu z čeho (z ovoce, zeleniny) 5. přidat štávu
lady       - 3 -	lady      1. dáma 2. manželka, přítelkyně (slang.) 3. lady (titul)
meat       - 2 -	meat      1. maso(vý), masný 2. pták (slang.)
rice       - 2 -	rice      1. rýže 2. rýžový
sauce       - 6 -	sauce      1. omáčka 2. (ovocné) pyré 3. sprosté chování (US slang.) 4. polít omáčkou 5. dodat šťávu (přen.) 6. být drzý, vyskakovat si (slang.ú
soup       - 4 -	soup      1. polévka 2. pokévkový 3. hustá mlha (slang.) 4. nadopovat koně (slang.)
whether       - 1 -	whether      zda, jestli
worst       - 2 -	worst      1. nejhorší 2. nejhůře
knife       - 2 -	knife      1. nůž 2. pobodat 3. podrazit koho (slang.)
several       - 1 -	several      několik
few       - 2 -	few      1. (jen) málo 2. pár, málo
inner       - 1 -	inner      vnitřní
wide       - 4 -	wide      1. široký, rozlehlý, širý 2. široce, doširoka 3. vyčůraný (GB slang.) 4. daleko (od cíle ap.)
bottle       - 5 -	bottle      1. láhev, lahvička, flaška 2. kuráž (slang.) 3. stáčet, lahvovat 4. zavařovat, kompotovat 5. pořezat rozbitou lahví (slang.)
butter       - 6 -	butter      1. máslo 2. namazat máslem 3. mazat med kolem huby 4. med kolem huby 5. zvíře, které trká 6. máslový, máselný
cheese       - 7 -	cheese      1. sýr 2. sýrový 3. smegma (slang.) 4. přestat, nechat čeho (slang.) 5. crack (slang.) 6. prachy (slang., mezi mládeží) 7. nic moc, slabota (něco nepříliš atraktivního - vysokoškolský slang.)
cream       - 17 -	cream      1. smetana 2. krémová polévka/omáčka 3. krém (kosmetický ap.) 4. výkvět (ti nejlepší ap.) 5. světle žlutý 6. krémový 7. smetanový, šlehačkový 8. nakrémovat 9. sbírat smetanu 10. našlehat 11. přidat smetanu (do kávy) 12. nandat to (hov.) 13. sperma (slang.) 14. vaginální sekret (slang.) 15. nandat to komu (US slang.) 16. postříkat semenem, ejakulovat (slang.) 17. téct (žena, slang.)
each       - 1 -	each      každý (z určitého počtu)
everyday       - 1 -	everyday      všední, každodenní
possible       - 2 -	possible      1. možný 2. možný kandidát/alternativa
salt       - 6 -	salt      1. sůl 2. (na/do/po/o)solit 3. slaný 4. solný 5. zašít (peníze) 6. mořský vlvk (slang.)
shopping       - 3 -	shopping      1. nakupování, nákupy 2. nákup (nakoupené zboží) 3. nákupní
sale       - 2 -	sale      1. prodej 2. výprodej, doprodej
almost       - 1 -	almost      skoro, téměř, málem
anybody       - 3 -	anybody      1. kdokoli (v oznamovací větě) 2. někdo (v otázce) 3. nikdo, nikomu (se slovesem v záporu)
anything       - 3 -	anything      1. cokoliv 2. něco (v otázkách) 3. vůbec, rozhodně ne, ani zdaleka ne (se záporem)
bad       - 5 -	bad      1. špatný  2. zlý, nepříjemný  3. nekvalitní (např. film ap.) 4. zlobivý (dítě) 5. zkažený (jídlo)
fast       - 6 -	fast      1. rychlý 2. jdoucí napřed 3. rychle 4. pevně (držet ap.) 5. postit se 6. půst
healthy       - 4 -	healthy      1. zdravý 2. zdraví prospěšný 3. správně fungující 4. slušný (zisk ap.)
medical       - 3 -	medical      1. lékařský, medicínský, zdravotní 2. léčivý, léčebný 3. lékařské vyšetření, lékařská prohlídka
nobody       - 2 -	nobody      1. nikdo 2. nýmand, úplná nula
onto       - 3 -	onto      1. na co, na povrch čeho (někam) 2. (směrem) k čemu, na co, do 3. na palubu čeho (vlaku ap.)
short       - 8 -	short      1. krátký 2. stručný 3. malý (vzrůstem) 4. postrádající co 5. kromě, s výjimkou 6. frťan, štamprle (GB) 7. nakrátko 8. kraťas (elektrický zkrat, slang.)
science       - 2 -	science      1. věda 2. vědní obor
autumn       - 1 -	autumn      podzim
born       - 2 -	born      1. narozený 2. rozený (učitel ap.)
grey       - 1 -	grey      šedý, šedivý
really       - 3 -	really      1. opravdu, skutečně 2. doopravdy 3. se vším všudy
sky       - 2 -	sky      1. obloha, nebe, nebesa 2. odpálit vysoko do vzduchu
valley       - 3 -	valley      1. údolí 2. údolní, úžlabní 3. úžlabí (střešní)
sunday       - 1 -	sunday      neděle
september       - 2 -	september      1. září 2. zářijový
describe       - 1 -	describe      popsat, (vy)líčit, popisovat
frequent       - 2 -	frequent      1. častý 2. (často) navštěvovat
simple       - 1 -	simple      jednoduchý, prostý, srozumitelný, nesložitý
wet       - 10 -	wet      1. mokrý 2. počůraný, pomočený 3. mokro, vlhko 4. za mokra (zpracovávaný ap.) 5. zmáčený 6. namočit, navlhčit, namokřit 7. uťápnutý (povaha, GB slang.) 8. leklá ryba, měkkota (GB slang.) 9. odpůrce alkoholové prohibice (US slang.) 10. neprohibiční (neprovozující alkoholovou prohibici, US slang.)
automation       - 1 -	automation      1. automatizační 2. automatizace, (z)automatizování
cultural       - 1 -	cultural      kulturní
improve       - 2 -	improve      1. zlepšit, zdokonalit, vylepšit (se) 2. polepšit si
plan       - 2 -	plan      1. plán 2. (na)plánovat
solve       - 1 -	solve      (vy)řešit, (roz)luštit, vyluštit
